user_id,community_id,interaction_type,engagement_score,similarity_score,timestamp,user_age,user_location,user_activity_level,community_category,community_member_count,community_activity_score
1493,345,join,1,0.143,"2024-11-22 21:14:02",43,Marseille,high,"Innovation Verte",648,0.82
1511,38,share,1,0.125,"2025-02-26 21:14:02",63,Nice,medium,"Protection Animale",475,0.68
1385,298,like,1,0.222,"2025-04-09 22:14:02",51,Montpellier,medium,"Climat & Environnement",66,0.28
19,455,share,1,0,"2025-05-22 22:14:02",24,Montpellier,low,"Éducation Environnementale",977,0.43
418,83,join,1,0,"2025-09-01 22:14:02",38,Villeurbanne,medium,"Climat & Environnement",860,0.27
1098,450,comment,1,0.125,"2024-12-20 21:14:02",38,Saint-Étienne,medium,"Climat & Environnement",230,0.46
487,193,post,1,0.111,"2025-02-17 21:14:02",35,Grenoble,high,"Climat & Environnement",914,0.45
119,228,comment,1,0,"2025-03-14 21:14:02",56,Strasbourg,low,"Recyclage & Zéro Déchet",122,0.68
1221,8,like,1,0,"2025-01-29 21:14:02",37,Dijon,medium,"Protection Animale",469,0.77
922,478,comment,1,0,"2025-08-24 22:14:02",29,Toulouse,medium,"Consommation Responsable",417,0.41
284,462,join,1,0,"2025-09-22 22:14:02",21,Rennes,high,"Économie Circulaire",379,0.81
1728,195,like,1,0.286,"2025-03-25 21:14:02",60,Angers,high,"Innovation Verte",744,0.23
1899,192,comment,1,0,"2025-03-05 21:14:02",41,Lille,medium,"Énergies Renouvelables",889,0.94
265,202,like,1,0,"2024-12-02 21:14:02",55,Paris,medium,"Agriculture Écologique",271,0.15
1653,211,like,2,0.2,"2025-04-29 22:14:02",65,Nîmes,high,"Consommation Responsable",681,0.22
184,190,post,1,0.125,"2025-08-04 22:14:02",20,Reims,high,"Protection Animale",808,0.54
289,490,share,1,0,"2025-07-28 22:14:02",56,Nice,high,"Protection Animale",212,0.58
1150,370,like,1,0,"2025-09-25 22:14:02",34,Lyon,medium,"Biodiversité & Nature",512,0.19
1930,208,share,1,0.111,"2025-09-16 22:14:02",33,Bordeaux,medium,"Consommation Responsable",195,0.7
1600,424,join,1,0,"2024-12-21 21:14:02",48,Nantes,low,"Consommation Responsable",823,0.27
1915,354,share,1,0,"2025-09-19 22:14:02",31,Saint-Étienne,medium,"Climat & Environnement",631,0.29
20,178,like,1,0,"2025-02-22 21:14:02",62,Lille,low,"Climat & Environnement",307,0.37
46,359,comment,1,0.143,"2024-11-30 21:14:02",56,Bordeaux,low,"Protection Animale",801,0.16
1336,292,join,1,0.143,"2024-11-27 21:14:02",26,Montpellier,high,"Économie Circulaire",725,0.35
878,343,like,1,0,"2024-11-01 21:14:02",59,Montpellier,medium,"Climat & Environnement",807,0.49
1443,163,join,1,0,"2024-12-26 21:14:02",41,Marseille,medium,"Énergies Renouvelables",856,0.9
908,433,join,1,0,"2024-11-16 21:14:02",58,Nantes,high,"Transport Durable",233,0.99
214,424,share,1,0,"2025-01-16 21:14:02",43,Villeurbanne,high,"Consommation Responsable",823,0.27
1162,116,post,1,0,"2025-06-26 22:14:02",28,Nîmes,low,"Climat & Environnement",353,0.17
976,429,share,1,0,"2025-06-10 22:14:02",56,Lille,medium,"Innovation Verte",664,0.4
859,257,post,1,0,"2024-12-08 21:14:02",39,Nice,high,"Transport Durable",555,0.54
1342,39,post,1,0.2,"2025-01-15 21:14:02",53,Paris,low,"Innovation Verte",482,0.88
243,500,join,1,0.2,"2025-02-05 21:14:02",53,Toulouse,low,"Consommation Responsable",993,0.58
1886,216,comment,1,0,"2025-08-22 22:14:02",36,"Le Havre",high,"Consommation Responsable",962,0.31
1891,498,comment,1,0,"2024-12-25 21:14:02",46,Dijon,high,"Transport Durable",307,0.77
705,130,comment,1,0.1,"2025-03-06 21:14:02",35,Villeurbanne,medium,"Agriculture Écologique",156,0.35
156,383,comment,1,0,"2025-03-21 21:14:02",19,Dijon,medium,"Consommation Responsable",29,0.84
1984,213,like,1,0,"2025-03-19 21:14:02",44,Saint-Étienne,low,"Économie Circulaire",847,0.5
284,100,share,1,0,"2025-05-21 22:14:02",21,Rennes,high,"Éducation Environnementale",875,0.55
871,316,join,1,0,"2024-10-23 22:14:02",32,Nice,medium,"Énergies Renouvelables",30,0.29
1937,444,comment,2,0.2,"2024-11-14 21:14:02",19,Saint-Étienne,low,"Éducation Environnementale",134,0.94
1390,412,comment,1,0,"2024-11-05 21:14:02",38,Villeurbanne,low,"Biodiversité & Nature",745,0.12
126,191,comment,1,0.111,"2025-05-14 22:14:02",51,Marseille,medium,"Agriculture Écologique",137,0.73
573,203,like,1,0.2,"2025-03-02 21:14:02",30,Lyon,medium,"Innovation Verte",44,0.75
396,418,like,1,0,"2025-09-30 22:14:02",50,Toulon,medium,"Éducation Environnementale",292,0.61
1010,194,share,1,0,"2025-08-18 22:14:02",27,Nîmes,high,"Climat & Environnement",691,0.11
405,390,share,1,0.1,"2024-10-21 22:14:02",29,Rennes,high,"Protection Animale",913,0.14
1866,86,post,1,0,"2025-05-18 22:14:02",35,Rennes,medium,"Agriculture Écologique",189,0.97
716,18,post,1,0,"2025-06-13 22:14:02",57,Toulon,high,"Innovation Verte",921,0.53
408,393,join,1,0.1,"2024-11-27 21:14:02",23,Reims,medium,"Climat & Environnement",522,0.74
1247,397,share,1,0,"2025-04-10 22:14:02",55,Grenoble,low,"Recyclage & Zéro Déchet",158,0.25
213,455,like,1,0.111,"2024-12-05 21:14:02",49,"Le Havre",medium,"Éducation Environnementale",977,0.43
725,450,like,1,0.375,"2025-09-22 22:14:02",55,Nantes,medium,"Climat & Environnement",230,0.46
247,101,post,1,0,"2025-07-19 22:14:02",42,Angers,medium,"Biodiversité & Nature",415,0.6
1806,385,post,1,0.1,"2025-08-06 22:14:02",21,Lille,low,"Innovation Verte",19,0.8
1662,446,like,1,0,"2025-02-04 21:14:02",61,Saint-Étienne,low,"Éducation Environnementale",323,0.5
178,442,join,1,0,"2025-08-03 22:14:02",28,Nîmes,high,"Urbanisme Durable",321,0.24
814,465,post,1,0.111,"2025-03-07 21:14:02",26,Toulouse,medium,"Innovation Verte",537,0.48
1189,126,join,1,0,"2024-10-19 22:14:02",22,Paris,medium,"Protection Animale",379,0.25
1611,422,comment,1,0.125,"2025-06-05 22:14:02",40,Saint-Étienne,high,"Énergies Renouvelables",983,0.12
1036,94,join,1,0.143,"2024-10-28 21:14:02",22,Lille,high,"Protection Animale",142,0.89
1826,419,join,1,0.1,"2025-04-03 22:14:02",36,Paris,high,"Protection Animale",55,0.85
1519,447,like,1,0.222,"2025-03-31 22:14:02",35,Marseille,high,"Climat & Environnement",967,0.27
447,201,share,1,0,"2024-12-08 21:14:02",33,Rennes,medium,"Transport Durable",418,0.48
1261,278,post,2,0.25,"2025-05-27 22:14:02",19,Villeurbanne,low,"Innovation Verte",858,0.27
1789,97,join,2,0.25,"2025-07-29 22:14:02",26,Montpellier,medium,"Climat & Environnement",28,0.99
710,447,share,1,0,"2024-10-19 22:14:02",52,Grenoble,high,"Climat & Environnement",967,0.27
1228,462,comment,1,0.333,"2024-10-23 22:14:02",35,Lille,medium,"Économie Circulaire",379,0.81
222,244,share,1,0.111,"2025-06-17 22:14:02",25,Villeurbanne,low,"Éducation Environnementale",816,0.24
797,43,comment,1,0.143,"2025-05-14 22:14:02",57,Nîmes,low,"Recyclage & Zéro Déchet",211,0.57
1921,324,comment,1,0,"2025-09-13 22:14:02",43,Dijon,medium,"Consommation Responsable",335,0.25
1625,117,comment,1,0.2,"2025-01-01 21:14:02",54,Dijon,low,"Innovation Verte",279,0.27
1344,221,join,1,0,"2025-09-10 22:14:02",60,Nantes,high,"Transport Durable",134,0.32
1961,280,comment,1,0.143,"2025-07-07 22:14:02",40,Lyon,high,"Recyclage & Zéro Déchet",177,0.45
1045,279,join,1,0.111,"2025-06-22 22:14:02",39,Lille,low,"Agriculture Écologique",443,0.44
756,476,comment,1,0,"2025-01-11 21:14:02",37,Dijon,low,"Consommation Responsable",184,0.63
893,224,like,1,0,"2024-11-05 21:14:02",29,Dijon,high,"Recyclage & Zéro Déchet",289,0.77
1570,386,post,1,0,"2025-05-02 22:14:02",58,Marseille,high,"Recyclage & Zéro Déchet",878,0.33
1288,327,post,1,0,"2025-04-24 22:14:02",33,Toulouse,high,"Biodiversité & Nature",986,0.44
971,435,like,1,0,"2025-07-16 22:14:02",46,Nantes,medium,"Protection Animale",433,0.85
724,442,share,1,0.2,"2025-08-04 22:14:02",27,Rennes,high,"Urbanisme Durable",321,0.24
1412,475,post,1,0.125,"2025-06-01 22:14:02",55,"Le Havre",high,"Urbanisme Durable",438,0.61
1450,368,comment,1,0,"2025-04-29 22:14:02",29,Villeurbanne,high,"Énergies Renouvelables",916,0.95
326,228,post,1,0,"2025-09-09 22:14:02",43,Villeurbanne,low,"Recyclage & Zéro Déchet",122,0.68
1340,239,comment,1,0,"2025-01-17 21:14:02",55,"Le Havre",medium,"Transport Durable",375,0.11
1327,484,share,1,0.143,"2025-07-22 22:14:02",19,"Le Havre",medium,"Consommation Responsable",54,0.29
1946,407,post,1,0.333,"2025-02-02 21:14:02",18,Saint-Étienne,medium,"Protection Animale",186,0.1
1338,38,like,1,0,"2025-02-25 21:14:02",21,"Le Havre",low,"Protection Animale",475,0.68
1159,249,post,1,0.1,"2025-07-02 22:14:02",43,Saint-Étienne,low,"Innovation Verte",889,0.87
1265,455,post,1,0.143,"2025-09-21 22:14:02",35,Paris,low,"Éducation Environnementale",977,0.43
1030,229,share,1,0,"2025-01-15 21:14:02",25,Lille,high,"Énergies Renouvelables",217,0.82
872,62,like,1,0,"2025-07-27 22:14:02",58,Angers,high,"Éducation Environnementale",954,0.75
574,221,comment,1,0,"2025-08-01 22:14:02",57,Nantes,low,"Transport Durable",134,0.32
1063,255,share,1,0.111,"2025-10-10 22:14:02",58,Bordeaux,low,"Consommation Responsable",739,0.85
282,444,share,1,0.111,"2025-06-15 22:14:02",55,Dijon,medium,"Éducation Environnementale",134,0.94
1145,35,comment,1,0.5,"2024-12-29 21:14:02",36,Marseille,low,"Protection Animale",708,0.84
1450,291,like,1,0.25,"2025-06-10 22:14:02",29,Villeurbanne,high,"Climat & Environnement",953,0.48
21,169,comment,1,0.2,"2025-06-13 22:14:02",41,Nantes,high,"Protection Animale",11,0.2
595,409,post,1,0.143,"2025-03-24 21:14:02",30,Nîmes,high,"Climat & Environnement",853,0.88
412,282,share,1,0,"2025-06-24 22:14:02",51,Saint-Étienne,medium,"Biodiversité & Nature",789,0.33
1501,115,share,1,0,"2025-07-01 22:14:02",48,Grenoble,low,"Énergies Renouvelables",962,0.84
1767,174,like,1,0,"2025-06-05 22:14:02",30,Grenoble,high,"Consommation Responsable",869,0.73
348,463,comment,1,0.111,"2025-09-26 22:14:02",27,Toulouse,low,"Urbanisme Durable",621,0.49
1948,401,share,1,0.143,"2025-06-24 22:14:02",55,Paris,medium,"Protection Animale",815,0.95
880,248,join,1,0.4,"2025-01-29 21:14:02",47,Nîmes,high,"Économie Circulaire",202,0.13
271,342,share,1,0.167,"2025-10-09 22:14:02",36,Nantes,high,"Économie Circulaire",909,0.67
1954,249,like,1,0,"2025-04-07 22:14:02",25,Lyon,medium,"Innovation Verte",889,0.87
1677,118,comment,1,0,"2025-07-15 22:14:02",50,Nice,high,"Agriculture Écologique",78,0.13
1594,306,comment,1,0,"2025-02-27 21:14:02",38,Marseille,medium,"Biodiversité & Nature",975,0.14
117,249,like,1,0.375,"2025-03-14 21:14:02",39,Villeurbanne,medium,"Innovation Verte",889,0.87
563,174,join,1,0.143,"2024-12-20 21:14:02",50,Dijon,low,"Consommation Responsable",869,0.73
1112,417,comment,1,0,"2025-04-01 22:14:02",58,Montpellier,low,"Biodiversité & Nature",78,0.6
1672,62,join,1,0,"2025-02-07 21:14:02",20,"Le Havre",low,"Éducation Environnementale",954,0.75
1819,367,share,1,0.1,"2024-10-30 21:14:02",25,Bordeaux,low,"Innovation Verte",847,0.31
1442,144,comment,1,0.2,"2025-09-06 22:14:02",32,Lille,medium,"Éducation Environnementale",700,0.12
11,29,like,1,0,"2025-06-17 22:14:02",37,Strasbourg,medium,"Énergies Renouvelables",123,0.45
788,171,like,1,0,"2025-02-03 21:14:02",33,Lille,high,"Recyclage & Zéro Déchet",868,0.19
1318,451,share,1,0,"2025-09-15 22:14:02",50,Toulouse,low,"Énergies Renouvelables",990,0.45
550,69,comment,1,0,"2024-11-19 21:14:02",22,Grenoble,medium,"Transport Durable",511,0.53
1661,471,comment,1,0,"2025-05-25 22:14:02",62,Marseille,medium,"Urbanisme Durable",855,0.89
541,348,post,1,0,"2025-04-25 22:14:02",27,Nice,medium,"Énergies Renouvelables",570,0.1
1936,147,join,1,0.111,"2025-04-05 22:14:02",50,Dijon,low,"Innovation Verte",803,1
681,429,join,1,0,"2025-02-09 21:14:02",40,Villeurbanne,low,"Innovation Verte",664,0.4
291,395,join,1,0.143,"2025-03-22 21:14:02",54,Villeurbanne,medium,"Climat & Environnement",646,0.26
936,109,share,1,0.111,"2024-11-19 21:14:02",33,Angers,medium,"Urbanisme Durable",128,0.84
226,447,like,1,0,"2025-07-12 22:14:02",50,Nice,medium,"Climat & Environnement",967,0.27
1744,323,join,1,0,"2025-02-27 21:14:02",38,Nice,low,"Climat & Environnement",879,0.61
1366,421,post,1,0.1,"2024-11-27 21:14:02",55,Villeurbanne,high,"Innovation Verte",380,0.99
944,129,share,1,0,"2024-10-17 22:14:02",31,Nîmes,medium,"Éducation Environnementale",298,0.2
1626,90,join,1,0.111,"2024-11-23 21:14:02",34,Toulouse,medium,"Consommation Responsable",930,0.7
1822,316,share,1,0,"2025-01-29 21:14:02",56,Nice,low,"Énergies Renouvelables",30,0.29
313,274,post,1,0.125,"2025-02-09 21:14:02",24,Toulon,high,"Consommation Responsable",196,0.34
789,109,comment,1,0.1,"2025-01-19 21:14:02",22,Grenoble,low,"Urbanisme Durable",128,0.84
853,459,share,1,0,"2025-03-12 21:14:02",41,Toulouse,medium,"Biodiversité & Nature",919,0.82
1379,451,post,1,0,"2025-05-11 22:14:02",59,Nîmes,high,"Énergies Renouvelables",990,0.45
883,45,comment,1,0.1,"2024-11-07 21:14:02",18,Reims,high,"Recyclage & Zéro Déchet",36,0.33
1749,179,comment,1,0.111,"2025-08-13 22:14:02",33,Rennes,low,"Éducation Environnementale",850,0.29
362,192,share,1,0,"2025-06-16 22:14:02",43,Nantes,low,"Énergies Renouvelables",889,0.94
1097,373,comment,1,0.5,"2025-07-31 22:14:02",39,"Le Havre",medium,"Protection Animale",131,0.66
824,206,comment,1,0.143,"2025-07-19 22:14:02",61,Reims,low,"Agriculture Écologique",125,0.89
498,237,join,1,0,"2024-10-24 22:14:02",52,Strasbourg,low,"Énergies Renouvelables",331,0.44
590,311,join,1,0.167,"2025-03-26 21:14:02",65,Reims,low,"Économie Circulaire",200,0.84
1172,291,post,1,0,"2025-01-21 21:14:02",55,Angers,low,"Climat & Environnement",953,0.48
138,359,post,1,0.167,"2025-01-30 21:14:02",41,"Le Havre",medium,"Protection Animale",801,0.16
205,100,post,1,0.111,"2025-04-23 22:14:02",64,Reims,low,"Éducation Environnementale",875,0.55
1108,302,post,1,0.25,"2025-02-12 21:14:02",55,Montpellier,medium,"Éducation Environnementale",851,0.1
1263,176,like,1,0,"2025-07-23 22:14:02",44,Nîmes,low,"Innovation Verte",355,0.85
276,71,join,1,0,"2025-02-26 21:14:02",40,Saint-Étienne,low,"Climat & Environnement",876,0.98
1622,56,post,1,0,"2025-02-24 21:14:02",35,Montpellier,medium,"Consommation Responsable",432,0.69
509,491,comment,1,0.125,"2025-09-11 22:14:02",25,Toulouse,low,"Agriculture Écologique",92,0.88
1379,128,post,1,0,"2025-06-27 22:14:02",59,Nîmes,high,"Transport Durable",985,0.79
1527,354,post,1,0.167,"2025-09-15 22:14:02",38,Toulouse,low,"Climat & Environnement",631,0.29
1110,335,post,1,0.143,"2025-01-14 21:14:02",32,Paris,medium,"Protection Animale",556,0.15
1466,444,comment,1,0.333,"2024-12-11 21:14:02",57,Lille,high,"Éducation Environnementale",134,0.94
35,134,like,1,0.125,"2025-03-11 21:14:02",27,Villeurbanne,high,"Recyclage & Zéro Déchet",49,0.4
1339,204,comment,1,0.111,"2025-03-25 21:14:02",46,Strasbourg,high,"Économie Circulaire",909,0.55
701,2,post,1,0,"2025-10-05 22:14:02",54,"Le Havre",high,"Consommation Responsable",495,0.63
1743,260,share,1,0,"2025-02-25 21:14:02",26,Reims,high,"Transport Durable",701,0.55
421,281,join,1,0.1,"2025-04-27 22:14:02",29,Bordeaux,high,"Éducation Environnementale",210,0.12
23,243,join,1,0.167,"2024-10-31 21:14:02",27,Paris,high,"Éducation Environnementale",688,0.32
1421,155,join,1,0.167,"2025-09-29 22:14:02",22,Marseille,high,"Éducation Environnementale",992,1
1374,452,share,1,0.222,"2025-03-29 21:14:02",47,Bordeaux,high,"Économie Circulaire",799,0.61
868,109,comment,1,0,"2025-02-26 21:14:02",21,Angers,medium,"Urbanisme Durable",128,0.84
1241,297,like,1,0.2,"2025-03-21 21:14:02",39,Lille,low,"Protection Animale",743,0.72
568,77,comment,1,0.1,"2025-03-22 21:14:02",52,Dijon,low,"Innovation Verte",708,0.38
235,248,share,1,0.143,"2025-05-17 22:14:02",37,Marseille,high,"Économie Circulaire",202,0.13
1341,423,post,1,0,"2025-02-10 21:14:02",34,Montpellier,medium,"Consommation Responsable",671,0.92
1575,441,share,1,0.429,"2025-02-02 21:14:02",25,Strasbourg,high,"Éducation Environnementale",720,0.63
1348,449,like,1,0,"2025-10-09 22:14:02",61,Rennes,high,"Consommation Responsable",803,0.57
1852,137,comment,1,0.143,"2025-02-25 21:14:02",40,Lyon,high,"Économie Circulaire",434,0.7
1318,7,post,1,0,"2025-05-23 22:14:02",50,Toulouse,low,"Économie Circulaire",555,0.48
1222,345,join,1,0,"2025-02-24 21:14:02",35,Toulon,low,"Innovation Verte",648,0.82
811,195,like,1,0.167,"2025-03-20 21:14:02",24,Marseille,low,"Innovation Verte",744,0.23
1706,172,post,1,0.143,"2025-09-05 22:14:02",51,Dijon,low,"Transport Durable",750,0.29
56,218,join,1,0.111,"2025-07-22 22:14:02",24,Toulouse,low,"Énergies Renouvelables",59,0.39
1643,143,join,1,0,"2025-07-19 22:14:02",40,Montpellier,high,"Protection Animale",971,0.6
866,298,like,1,0.167,"2025-01-14 21:14:02",62,Paris,medium,"Climat & Environnement",66,0.28
1161,486,like,1,0,"2025-07-03 22:14:02",19,Nice,high,"Éducation Environnementale",185,0.92
365,392,like,1,0.125,"2025-04-28 22:14:02",59,Dijon,high,"Énergies Renouvelables",199,0.1
1129,305,comment,1,0.111,"2025-07-04 22:14:02",62,Marseille,low,"Innovation Verte",485,0.56
1736,35,join,1,0,"2024-10-16 22:14:02",31,Nantes,medium,"Protection Animale",708,0.84
1012,243,post,1,0.111,"2025-10-12 22:14:02",41,Toulon,high,"Éducation Environnementale",688,0.32
558,195,post,1,0,"2024-10-22 22:14:02",59,Strasbourg,high,"Innovation Verte",744,0.23
1349,339,share,1,0.286,"2024-11-20 21:14:02",19,Montpellier,medium,"Éducation Environnementale",839,0.17
1629,383,post,1,0,"2024-12-17 21:14:02",58,Nice,high,"Consommation Responsable",29,0.84
1379,118,share,1,0.143,"2025-03-14 21:14:02",59,Nîmes,high,"Agriculture Écologique",78,0.13
440,145,share,1,0.2,"2025-04-07 22:14:02",29,Bordeaux,medium,"Éducation Environnementale",245,0.38
1355,312,like,1,0,"2025-01-06 21:14:02",26,Lille,high,"Transport Durable",783,0.62
1163,42,comment,1,0,"2025-03-02 21:14:02",53,Bordeaux,low,"Innovation Verte",355,0.1
1067,233,join,1,0,"2025-03-02 21:14:02",30,"Le Havre",low,"Consommation Responsable",559,0.18
114,444,post,1,0,"2025-04-17 22:14:02",51,Grenoble,high,"Éducation Environnementale",134,0.94
440,189,join,2,0.5,"2025-02-07 21:14:02",29,Bordeaux,medium,"Agriculture Écologique",400,0.51
5,19,comment,1,0.1,"2024-10-21 22:14:02",53,Strasbourg,medium,"Urbanisme Durable",253,0.63
1368,111,join,1,0,"2025-10-10 22:14:02",45,Paris,high,"Agriculture Écologique",244,0.86
564,315,join,1,0,"2025-03-13 21:14:02",35,Villeurbanne,low,"Biodiversité & Nature",527,0.48
1003,24,post,1,0,"2025-09-19 22:14:02",21,Nice,medium,"Climat & Environnement",417,0.68
253,301,join,1,0,"2024-10-25 22:14:02",29,Villeurbanne,low,"Économie Circulaire",528,0.26
701,447,share,1,0,"2025-02-11 21:14:02",54,"Le Havre",high,"Climat & Environnement",967,0.27
1418,345,comment,1,0.125,"2025-06-22 22:14:02",40,Angers,high,"Innovation Verte",648,0.82
513,222,post,1,0.167,"2025-02-23 21:14:02",37,Lyon,high,"Recyclage & Zéro Déchet",885,0.51
1635,305,post,1,0.125,"2024-10-13 22:14:02",63,Nantes,medium,"Innovation Verte",485,0.56
540,406,like,1,0.111,"2024-11-05 21:14:02",49,"Le Havre",low,"Innovation Verte",981,1
582,160,share,1,0,"2024-11-01 21:14:02",30,Villeurbanne,high,"Transport Durable",758,1
131,20,share,1,0,"2025-02-02 21:14:02",29,Dijon,medium,"Transport Durable",46,0.17
133,258,post,1,0,"2025-09-25 22:14:02",33,Toulouse,high,"Consommation Responsable",708,0.41
1610,276,comment,1,0,"2025-03-30 22:14:02",20,Dijon,medium,"Agriculture Écologique",144,0.23
264,109,comment,1,0,"2025-10-08 22:14:02",49,Reims,medium,"Urbanisme Durable",128,0.84
1095,69,like,1,0,"2024-11-18 21:14:02",30,Montpellier,medium,"Transport Durable",511,0.53
1668,466,share,1,0,"2025-02-01 21:14:02",51,Grenoble,medium,"Protection Animale",261,0.37
1089,397,post,1,0,"2025-04-11 22:14:02",63,Angers,low,"Recyclage & Zéro Déchet",158,0.25
103,333,like,1,0,"2024-11-22 21:14:02",46,Nîmes,medium,"Innovation Verte",54,0.69
1258,434,share,1,0,"2025-09-02 22:14:02",56,Villeurbanne,low,"Urbanisme Durable",903,0.43
1053,497,post,1,0,"2025-06-30 22:14:02",33,Toulouse,high,"Transport Durable",357,0.59
470,212,join,1,0.143,"2024-12-16 21:14:02",29,Saint-Étienne,medium,"Éducation Environnementale",254,0.95
386,8,share,1,0.286,"2025-09-12 22:14:02",35,Grenoble,medium,"Protection Animale",469,0.77
1114,346,comment,1,0.2,"2025-02-25 21:14:02",52,Bordeaux,medium,"Éducation Environnementale",337,0.43
532,84,share,1,0.111,"2024-10-26 22:14:02",52,Villeurbanne,medium,"Innovation Verte",72,0.63
1246,56,comment,1,0.286,"2025-10-12 22:14:02",42,"Le Havre",low,"Consommation Responsable",432,0.69
941,394,join,1,0,"2025-06-18 22:14:02",29,Angers,medium,"Urbanisme Durable",590,0.28
246,294,like,1,0,"2025-08-19 22:14:02",47,Toulon,low,"Consommation Responsable",711,0.51
1474,344,share,1,0.125,"2025-07-13 22:14:02",38,Lyon,high,"Éducation Environnementale",158,0.5
1179,368,comment,1,0,"2024-10-16 22:14:02",59,Grenoble,medium,"Énergies Renouvelables",916,0.95
1690,442,join,2,0.333,"2025-05-18 22:14:02",48,Nîmes,low,"Urbanisme Durable",321,0.24
446,233,join,1,0.25,"2025-06-22 22:14:02",51,Lyon,high,"Consommation Responsable",559,0.18
132,159,like,1,0,"2025-09-15 22:14:02",55,Lille,high,"Transport Durable",672,0.72
1035,104,post,1,0.222,"2025-03-03 21:14:02",35,Dijon,high,"Urbanisme Durable",827,0.86
870,421,post,1,0.143,"2025-09-27 22:14:02",27,Lyon,high,"Innovation Verte",380,0.99
380,304,share,1,0,"2025-07-06 22:14:02",58,Villeurbanne,high,"Recyclage & Zéro Déchet",800,0.9
1595,109,comment,1,0.125,"2024-11-17 21:14:02",38,Strasbourg,medium,"Urbanisme Durable",128,0.84
767,238,like,1,0,"2025-06-30 22:14:02",25,"Le Havre",high,"Transport Durable",216,0.9
1966,394,like,1,0.125,"2024-10-26 22:14:02",56,Toulouse,high,"Urbanisme Durable",590,0.28
1581,390,post,1,0,"2025-03-24 21:14:02",35,Lille,high,"Protection Animale",913,0.14
210,8,join,1,0,"2025-07-22 22:14:02",50,Angers,medium,"Protection Animale",469,0.77
146,459,comment,1,0,"2025-07-31 22:14:02",49,Villeurbanne,medium,"Biodiversité & Nature",919,0.82
1116,311,share,1,0,"2024-11-15 21:14:02",65,Paris,low,"Économie Circulaire",200,0.84
173,129,join,1,0,"2025-09-28 22:14:02",28,Lille,high,"Éducation Environnementale",298,0.2
560,177,join,1,0.1,"2025-07-25 22:14:02",41,Lyon,medium,"Éducation Environnementale",689,0.48
958,299,comment,1,0.143,"2025-04-13 22:14:02",61,Toulon,medium,"Climat & Environnement",251,0.8
132,397,comment,1,0.125,"2024-10-29 21:14:02",55,Lille,high,"Recyclage & Zéro Déchet",158,0.25
466,243,post,1,0,"2025-09-21 22:14:02",26,Nîmes,low,"Éducation Environnementale",688,0.32
484,347,comment,1,0.125,"2025-08-04 22:14:02",34,Lille,low,"Économie Circulaire",582,0.27
1253,393,post,3,0.5,"2025-07-17 22:14:02",45,Grenoble,medium,"Climat & Environnement",522,0.74
1515,163,share,1,0,"2025-02-16 21:14:02",27,Montpellier,medium,"Énergies Renouvelables",856,0.9
276,384,like,1,0.1,"2025-07-02 22:14:02",40,Saint-Étienne,low,"Biodiversité & Nature",10,0.16
1558,82,share,1,0.125,"2025-04-28 22:14:02",34,Toulouse,low,"Économie Circulaire",798,0.39
1401,446,share,1,0.111,"2025-05-03 22:14:02",31,Marseille,medium,"Éducation Environnementale",323,0.5
1698,3,post,1,0,"2025-03-24 21:14:02",31,Nantes,low,"Biodiversité & Nature",582,0.32
1740,447,join,1,0.143,"2025-02-22 21:14:02",20,Grenoble,low,"Climat & Environnement",967,0.27
1573,189,share,1,0.222,"2025-05-11 22:14:02",40,Nice,medium,"Agriculture Écologique",400,0.51
1126,118,share,1,0,"2024-11-16 21:14:02",36,Nantes,high,"Agriculture Écologique",78,0.13
1460,147,comment,1,0,"2025-05-05 22:14:02",59,Nice,medium,"Innovation Verte",803,1
1297,12,join,1,0,"2025-06-10 22:14:02",21,Marseille,low,"Énergies Renouvelables",585,0.76
705,179,join,1,0.1,"2024-11-23 21:14:02",35,Villeurbanne,medium,"Éducation Environnementale",850,0.29
134,229,comment,1,0.167,"2025-04-01 22:14:02",57,Villeurbanne,low,"Énergies Renouvelables",217,0.82
543,147,post,1,0.167,"2024-12-26 21:14:02",18,Bordeaux,medium,"Innovation Verte",803,1
1597,138,comment,1,0,"2025-03-14 21:14:02",34,Nice,low,"Urbanisme Durable",94,0.72
1186,476,comment,1,0.1,"2024-12-13 21:14:02",58,Reims,medium,"Consommation Responsable",184,0.63
3,45,post,1,0.125,"2024-11-13 21:14:02",24,Rennes,medium,"Recyclage & Zéro Déchet",36,0.33
1340,476,comment,1,0.111,"2025-06-02 22:14:02",55,"Le Havre",medium,"Consommation Responsable",184,0.63
725,121,share,1,0,"2025-10-11 22:14:02",55,Nantes,medium,"Biodiversité & Nature",660,0.85
1758,167,share,1,0,"2024-12-29 21:14:02",31,Strasbourg,high,"Recyclage & Zéro Déchet",439,0.63
1561,106,share,1,0.125,"2025-08-23 22:14:02",21,Nice,medium,"Recyclage & Zéro Déchet",976,0.39
131,355,comment,2,0.286,"2025-08-16 22:14:02",29,Dijon,medium,"Éducation Environnementale",397,0.38
1292,499,like,2,0.375,"2025-03-17 21:14:02",29,Dijon,medium,"Consommation Responsable",830,0.31
1516,18,share,1,0,"2025-03-07 21:14:02",61,Villeurbanne,low,"Innovation Verte",921,0.53
1343,259,comment,1,0.143,"2025-10-07 22:14:02",60,Grenoble,medium,"Innovation Verte",92,0.26
